"File","Completeness","Conciseness","cor.mean","cov.mean","eigenvalues.mean","g_mean.mean","h_mean.mean","iq_range.mean","kurtosis.mean","mad.mean","max.mean","mean.mean","median.mean","min.mean","nr_cor_attr","nr_norm","nr_outliers","range.mean","sd.mean","skewness.mean","sparsity.mean","t_mean.mean","var.mean","ClassImbRatio","ClassOverlapPerc","OutlierPerc","attr_to_inst","inst_to_attr","nr_attr","nr_bin","nr_inst","nr_num","attr_conc.mean","attr_ent.mean","ena","nUnique","snr.mean","cEntropy","LabelIssuesPerc"
"dermatology.data",0.000626223091977,0,0.228673834262757,0.256564829207859,8.29748341907891,0,0,1.32352941176471,2.40927291645579,0.697694117647059,5.02941176470588,1.76502820306205,1.44117647058824,0,0.094474153297683,0,24,5.02941176470588,1.28278588068989,1.38726177178156,0.250888817065288,1.53693258125168,8.29748341907891,0.666666666666667,7.83E-05,0.005479452054795,0.093150684931507,10.7352941176471,34,1,365,34,0.079280790970186,1.1849565299042,-6.51797296365267,6,0.954112067767868,0.940885085216075,0.005479452054795
"divorce.csv",0,0.117647058823529,0.722546950365172,1.73549048066251,2.37073455286125,0,0,3.11111111111111,-1.31672915073845,1.61987777777778,4,1.78398692810458,1.46296296296296,0,0.890985324947589,0,2,4,1.52910232779936,0.152802104822012,0.195266272189349,1.70533769063181,2.37073455286125,0,0,0.005882352941176,0.317647058823529,3.14814814814815,54,0,170,54,0.305795074387585,1.79756826587899,-1.32228160737971,2,1.17526440759367,0.999900157209488,0.011764705882353
"Dry_Bean_Dataset.csv",0,0.004995959150687,0.498184463737015,7467273.03320338,109156686.838696,6146.33397157286,5712.56721055052,3192.91641277649,4.20641356165537,1961.90679111143,32602.4982633992,6778.41475662434,5710.00556471055,2631.33147035019,0.416666666666667,0,15,29971.1667930491,3718.9850858734,0.36189627591506,2.17E-06,5948.36023783223,109156686.838696,0.714285714285714,0,0.004334729263096,0.001175519800162,850.6875,16,0,13611,16,0.188832619253294,4.52356153836876,-4.09311434181815,7,31.4387117479952,0.942737050809139,1.03548600396738
"ecoli-0_vs_1.csv",0,0,,0.005237117654035,0.020659543675503,0.259617691479089,0.247633923303703,0.179642857142857,29.996362225389,0.104841,0.84,0.470032467532468,0.445,0.167142857142857,0.047619047619048,3,4,0.672857142857143,0.119755389490381,2.24722342090584,0.223181836469324,0.460021645021645,0.020659543675503,0.666666666666667,0,0.004545454545455,0.031818181818182,31.4285714285714,7,1,220,7,0.119546019802085,1.84695147574169,3.35130906928179,3,3.90415684134685,0.664838683817069,0.009090909090909
"ecoli-5cn01-nc.csv",0,0,0.123562804286909,40.4690010830203,344.71982434765,17.3860330412616,9.72233973397662,20.75,50.8939650292607,13.9788,73,40.1530612244898,39.7857142857143,0.571428571428571,0.047619047619048,0,4,72.4285714285714,16.5191480221216,-3.55760878759474,0.150605574902024,40.6789250353607,344.71982434765,0.875,0.000372023809524,0.011904761904762,0.020833333333333,48,7,2,336,7,0.169118053364759,1.84239321519772,87.0385637286828,8,5.05834033703488,0.729581861063742,0.089285714285714
"ecoli.data",0,0,0.185635996281269,50.9772024518624,2084.46373738056,0.213323400964442,0.203318484149805,37.265,39.1667744268985,27.7773346666667,74.9733333333333,37.4999004975124,37.4811111111111,0.13,0.083333333333333,0,4,74.8433333333333,21.6340743220178,2.77517757349112,0.117026643703963,37.4912935323383,2084.46373738056,0.875,0,0,0.026865671641791,37.2222222222222,9,2,335,9,0.0524106448344,2.03306866759679,-25.4957139109156,8,4.30223006483641,0.730530510128212,0.059701492537314
"ecoli1.csv",0,0,0.184000466697214,0.005298356051376,0.024826500406133,0.27418359042625,0.261361969865897,0.1975,50.8659221573284,0.130257,0.965714285714286,0.499566326530612,0.475714285714286,0.167142857142857,0.047619047619048,0,4,0.798571428571429,0.143728696684287,3.57337294857785,0.150446540824951,0.488521923620934,0.024826500406133,0.666666666666667,0,0.014880952380952,0.020833333333333,48,7,2,336,7,0.046762613795053,1.87537941097588,2.70659628894936,3,4.91691474102544,0.545896879580807,0.005952380952381
"ecoli2.csv",0,0,0.184000466697214,0.005298356051376,0.024826500406133,0.27418359042625,0.261361969865897,0.1975,50.8659221573284,0.130257,0.965714285714286,0.499566326530612,0.475714285714286,0.167142857142857,0.047619047619048,0,4,0.798571428571429,0.143728696684287,3.57337294857785,0.150446540824951,0.488521923620934,0.024826500406133,0.666666666666667,0.000372023809524,0.017857142857143,0.020833333333333,48,7,2,336,7,0.046762613795053,1.87537941097588,1.91997263847314,3,4.90234327364853,0.449155406367399,0.005952380952381
"ecoli3.csv",0,0,0.184000466697214,0.005298356051376,0.024826500406133,0.27418359042625,0.261361969865897,0.1975,50.8659221573284,0.130257,0.965714285714286,0.499566326530612,0.475714285714286,0.167142857142857,0.047619047619048,0,4,0.798571428571429,0.143728696684287,3.57337294857786,0.150446540824951,0.488521923620934,0.024826500406133,0.5,0,0.005952380952381,0.020833333333333,48,7,2,336,7,0.046762613795053,1.87537941097588,1.02028756067845,2,4.88965491410763,0.482066148083093,0.005952380952381
"ecoli4.csv",0,0,0.184000466697214,0.005298356051376,0.024826500406133,0.27418359042625,0.261361969865897,0.1975,50.8659221573284,0.130257,0.965714285714286,0.499566326530612,0.475714285714286,0.167142857142857,0.047619047619048,0,4,0.798571428571429,0.143728696684287,3.57337294857785,0.150446540824951,0.488521923620934,0.024826500406133,0.666666666666667,0,0.011904761904762,0.020833333333333,48,7,2,336,7,0.046762613795053,1.87537941097588,0.791384011363385,3,4.87972294405709,0.238230769592002,0.005952380952381
"Electical_stability.csv",0,0,0.060109391672379,0.019626520738847,2.42437401277698,,,1.86714922169803,-1.11589643182401,1.38417884595218,3.72858528377956,1.77813330144823,1.77830351780925,-0.176584007510233,0.038461538461539,0,1,3.9051692912898,1.08887740047856,0.000460130457731,0,1.77827075347963,2.42437401277698,0.5,0,0,0.0013,769.230769230769,13,0,10000,13,0.003440062530699,4.39231693247481,0.894532917294981,2,0.956736309898205,0.94433082595598,0.0002
"extention of Z-Alizadeh sani dataset.xlsx",0,0,,68.8162911511225,100774.312442192,149.556035147626,143.573536037035,58.8499549016513,15.6025555332692,40.4147935322022,376.677597547996,156.455638822921,147.123715693174,76.4726795294829,0.005444646098004,4,41,300.204918018513,48.3764082019296,2.29693405206207,0.318410074974544,149.20619149722,100774.312442191,0.5,0,0.00990099009901,0.191419141914191,5.22413793103448,58,32,303,58,0.014947124041849,1.25698968126417,0.93368277576028,2,2.86394233579757,0.864983275201834,0.174917491749175
"fertility_Diagnosis.data",0,0,0.12386339038592,0.018987375741543,0.258300755857899,,,0.737777777777778,-0.3122131705804,0.177912,1,0.387037037037037,0.28,-0.248888888888889,0,0,3,1.24888888888889,0.443988247291044,-0.054837781578271,0.297756721736314,0.361256830601093,0.258300755857899,0.5,0,0,0.090909090909091,11,9,3,99,9,0.085335996737992,1.19506828452289,1.52180839665734,2,1.7462509766871,0.532835063034223,0.02020202020202
"glass identification imbalance.csv",0,0.004672897196262,0.227698429382372,0.112863940312818,0.700447077018416,10.8629009278165,10.8389654822943,0.574737222222223,9.53268473702325,0.295904721,14.26377,11.2658516095535,11.2891866666667,9.75235,0.055555555555556,0,8,4.51142,0.689540777640776,1.62949934856035,0.008961343715967,11.259923982906,0.700447077018416,0.666666666666667,0.000467289719626,0.009345794392523,0.042056074766355,23.7777777777778,9,0,214,9,0.086460699836747,2.01685739131923,-1.57562414807492,6,62.572880017922,0.841998285000648,0.009345794392523
"glass-0-1-2-3_vs_4-5-6.csv",0,0.004672897196262,0.214500571145101,0.111957351098135,0.702795788080074,10.8643538472947,10.8403399834903,0.571934920555555,10.5297363895801,0.300908608018666,14.26377,11.2660868940083,11.2899014288889,9.75235,0.055555555555556,0,8,4.51142,0.690266090507951,1.79911239608482,0.009111690904754,11.2598359749744,0.702795788080073,0.5,0.001869158878505,0.018691588785047,0.042056074766355,23.7777777777778,9,0,214,9,0.086505485281542,2.0174119113784,9.38625203845642,2,62.4318048485452,0.792231558456231,0.009345794392523
"glass-0-1-6_vs_2.csv",0,0.005208333333333,0.254068605581089,0.1083516572922,0.583703771439532,10.8502605133286,10.8300756380865,0.448045797777778,6.1299599938133,0.262827750266667,13.6029777777778,11.2665179759606,11.2886577244444,9.75236771777778,0.138888888888889,0,9,3.85061006,0.614951543197897,1.25725762588098,0.009677977883013,11.274973717069,0.583703771439532,0.5,0.002083333333333,0.020833333333333,0.046875,21.3333333333333,9,0,192,9,0.098124264280914,2.0254646832383,0.515389330658342,2,63.9183226026438,0.431583267013274,0.010416666666667
"glass-0-1-6_vs_5.csv",0,0.005434782608696,0.242066352869125,0.115879329426565,0.64713624328179,10.8655305028118,10.8427121262021,0.53742723388889,5.94381039976194,0.292818140537999,13.8050833333333,11.266968820471,11.2908306566667,9.75235,0.083333333333333,0,9,4.05273333333333,0.646003560074641,1.31236038271536,0.009650113225184,11.2665419240079,0.64713624328179,0.5,0.002173913043478,0.021739130434783,0.048913043478261,20.4444444444444,9,0,184,9,0.103295730479637,2.02401790968713,0.304992449907249,2,61.7631606357438,0.281761577885065,0.010869565217391
"glass.data",0,0,0.233008984914196,2.68141829294087,380.481262863231,17.949797370462,14.0623667886403,11.121263,8.43614611649319,8.123350725,34.186393,20.9392906995305,20.960768,8.977115,0.066666666666667,0,8,25.209278,6.78430740409278,1.4633525877008,0.00807323162457,20.9342795581395,380.481262863231,0.666666666666667,0,0,0.046948356807512,21.3,10,0,213,10,0.092377212871022,2.04767560355777,-1.57098851771585,6,57.0205286919077,0.84301058922007,0.018779342723005
"glass0.csv",0,0.004672897196262,0.214500571145101,0.111957351098135,0.702795788080074,10.8643538472947,10.8403399834903,0.571934920555555,10.5297363895801,0.300908608018666,14.26377,11.2660868940083,11.2899014288889,9.75235,0.055555555555556,0,8,4.51142,0.690266090507951,1.79911239608482,0.009111690904754,11.2598359749744,0.702795788080073,0.5,0.002336448598131,0.023364485981309,0.042056074766355,23.7777777777778,9,0,214,9,0.086505485281542,2.0174119113784,-55.5780843524229,2,62.4455905329781,0.911938895775724,0.009345794392523
"glass1.csv",0,0.004672897196262,0.214500571145101,0.111957351098135,0.702795788080074,10.8643538472947,10.8403399834903,0.571934920555555,10.5297363895801,0.300908608018666,14.26377,11.2660868940083,11.2899014288889,9.75235,0.055555555555556,0,8,4.51142,0.690266090507951,1.79911239608482,0.009111690904754,11.2598359749744,0.702795788080073,0.5,0.002336448598131,0.023364485981309,0.042056074766355,23.7777777777778,9,0,214,9,0.086505485281542,2.0174119113784,-20.5376197685975,2,62.4500796879524,0.938575088938064,0.009345794392523
"glass2.csv",0,0.004672897196262,0.227698429382372,0.112863940312818,0.700447077018415,10.8629009278165,10.8389654822943,0.574737222222223,9.53268473702324,0.295904721,14.26377,11.2658516095535,11.2891866666667,9.75235,0.055555555555556,0,8,4.51142,0.689540777640776,1.62949934856035,0.008961343715967,11.259923982906,0.700447077018416,0.5,0.002336448598131,0.023364485981309,0.042056074766355,23.7777777777778,9,0,214,9,0.086460699836747,2.01685739131923,1.28162748300807,2,62.4697825873342,0.40020027269011,0.009345794392523
"glass4.csv",0,0.004672897196262,0.214500571145101,0.111957351098135,0.702795788080074,10.8643538472947,10.8403399834903,0.571934920555555,10.5297363895801,0.300908608018666,14.26377,11.2660868940083,11.2899014288889,9.75235,0.055555555555556,0,8,4.51142,0.690266090507951,1.79911239608482,0.009111690904754,11.2598359749744,0.702795788080073,0.5,0.002336448598131,0.023364485981309,0.042056074766355,23.7777777777778,9,0,214,9,0.086505485281542,2.0174119113784,0.954616301803584,2,62.4013004619493,0.330405742182461,0.023364485981309
"glass5.csv",0,0.004672897196262,0.214500571145101,0.111957351098135,0.702795788080074,10.8643538472947,10.8403399834903,0.571934920555555,10.5297363895801,0.300908608018666,14.26377,11.2660868940083,11.2899014288889,9.75235,0.055555555555556,0,8,4.51142,0.690266090507951,1.79911239608482,0.009111690904754,11.2598359749744,0.702795788080073,0.5,0.002336448598131,0.023364485981309,0.042056074766355,23.7777777777778,9,0,214,9,0.086505485281542,2.0174119113784,0.657370021239307,2,62.3968217729733,0.251641073262842,0.009345794392523
"glass5cn10.csv",0,0.004672897196262,0.214500571145101,0.111957351098135,0.702795788080073,10.8643538472947,10.8403399834903,0.571934920555555,10.52973638958,0.300908608018666,14.26377,11.2660868940083,11.2899014288889,9.75235,0.055555555555556,0,8,4.51142,0.690266090507951,1.7991123960848,0.009111690904754,11.2598359749744,0.702795788080073,0.666666666666667,0.000467289719626,0.009345794392523,0.042056074766355,23.7777777777778,9,0,214,9,0.086505485281542,2.0174119113784,-1.57562414807492,6,62.5083422059495,0.841998285000648,0.009345794392523
"glass6.csv",0,0.004672897196262,0.214500571145101,0.111957351098135,0.702795788080074,10.8643538472947,10.8403399834903,0.571934920555555,10.5297363895801,0.300908608018666,14.26377,11.2660868940083,11.2899014288889,9.75235,0.055555555555556,0,8,4.51142,0.690266090507951,1.79911239608482,0.009111690904754,11.2598359749744,0.702795788080073,0.5,0.000467289719626,0.018691588785047,0.042056074766355,23.7777777777778,9,0,214,9,0.086505485281542,2.0174119113784,2.57706330350966,2,62.4154613831862,0.572368766521627,0.009345794392523
"Haberman imbalance.csv",0,0.055555555555556,0.052156674050867,2.71264688024572,59.6547769563199,38.0316926553966,37.6197388428041,8.83333333333333,3.22610776074451,5.9304,68,39.7788671023965,38.6666666666667,29.3333333333333,0,0,1,38.6666666666667,7.08083683959189,1.05922992285212,0.042203131913792,38.8423913043478,59.6547769563199,0.5,0,0.013071895424837,0.009803921568627,102,3,0,306,3,0.013718040764318,2.40956324632031,-0.616372981823094,2,6.3497702317975,0.833764907210665,0.006535947712418
"haberman.data",0,0.055737704918033,0.054149392396568,2.82085130859937,59.2846706931262,38.0605093253118,37.6552868299135,9,3.2069986094407,5.9304,68,39.8054644808743,38.6666666666667,29.3333333333333,0,0,1,38.6666666666667,7.06582405130036,1.06236619720123,0.042192835679829,38.8597449908925,59.2846706931263,0.5,0,0.013114754098361,0.009836065573771,101.666666666667,3,0,305,3,0.014179584195164,2.40889438312511,-0.523347749135183,2,6.91756461773825,0.835041324992682,0.00655737704918
"Hayes-roth imbalance.csv",0,0.409090909090909,0.035851759382238,0.029030765671987,0.841950034698125,1.76078673201462,1.57838224767359,1.25,-0.692739313249251,1.4826,3.75,1.96590909090909,2,1,0,0,3,2.75,0.915892852074738,0.547321525751685,0.265267175572519,1.83125,0.841950034698126,0.333333333333333,0,0,0.03030303030303,33,4,0,132,4,0.050746986325329,1.73724228922257,6.55726495690876,3,2.21169337169154,0.975388342822937,0.015151515151515
"hayes-roth.data",0,0,0.053600668413809,1.12216676453318,294.518661186142,11.3268845207087,6.06915643278418,14.2,-0.810160966540813,10.97124,29.4,14.836641221374,14.8,1,0,0,3,28.4,8.4001029539503,0.436351174496234,0.212179487179487,14.7037974683544,294.518661186142,0.333333333333333,0,0,0.038167938931298,26.2,5,0,131,5,0.04268802625556,1.85586243450278,6.63366373876951,3,2.13394322081318,0.976184115472409,0.015267175572519
"hcc-data.data",0.100243902439024,0,0.101260098934428,3716780.49053403,669157357.659362,1.28555505501209,1.24072279270898,3508.41228061224,14.3327711082903,2776.955337,46733.5595918367,2713.35537319562,1892.23969387755,0.408163265306122,0.006802721088435,0,37,46733.1514285714,5249.82163132756,2.03685203027547,0.255112828023332,1900.81130632653,669157357.659362,0,0,0.024390243902439,0.298780487804878,3.3469387755102,49,23,164,49,0.062503573261634,1.36011740780764,1.27135867470653,2,1.24499392106963,0.960917889139876,0.01219512195122
"HCV-Egy-Data.csv",0,0,0.024453578142829,325995823.337759,21467811679.8815,194826.131754459,163227.751412597,124893,-0.887958935710926,89654.14575,464686.107142857,237442.034115523,233048.642857143,139740.785714286,0,0,2,324945.321428571,68639.1110049889,0.072914367768098,0.158930048120477,233211.604908028,21467811679.8815,0,0,0.00072202166065,0.020216606498195,49.4642857142857,28,8,1385,28,0.01760250058413,2.67112062260588,-1.7077421054212,4,3.5032629066909,0.999524423791691,1.22310469314079
"hcvdat0.csv",0.003600464576074,0,0.151428165145242,140.074095153713,3087.42254774515,32.5518055900582,20.6466717567997,34.3523076923077,43.098907252627,24.9612816923077,303.167692307692,57.2824677923702,54.2653846153846,3.48615384615385,0.025641025641026,0,11,299.681538461538,31.8964589106059,2.91640606269473,0.041774544519496,54.5963831561393,3087.42254774515,0.8,0.000348432055749,0.008130081300813,0.021138211382114,47.3076923076923,13,1,615,13,0.03695842875468,2.84236664330017,1.14395186036506,5,2.99626975622409,0.350554361449458,0.003252032520325
"heart_failure_clinical_records_dataset.csv",0,0,0.073936014185955,39329.6107364582,797218044.603491,20493.9257309031,18510.5379461662,7636.75,4.14903524706585,5470.07741,71540.2833333333,22025.7697474916,21883.5083333333,2107.875,0,0,5,69432.4083333333,8240.31080932862,0.975310381694006,0.219003256544319,21324.6753977901,797218044.603491,0.5,0,0.030100334448161,0.040133779264214,24.9166666666667,12,5,299,12,0.018490486018966,1.86723202952392,0.882179530369041,2,3.91378505447998,0.905541502767263,0.006688963210702
"highereducation.csv",0,0,0.106596975852102,0.436682057996539,56.0684087643678,1.8096098925798,1.64959680361332,3.21875,0.090788702215319,2.2239,8.125,4.24137931034483,4.1875,0.96875,0.002016129032258,0,15,7.15625,2.116806682907,0.531497817942309,0.295181086033951,4.15050287356322,56.0684087643678,0.625,0,0,0.220689655172414,4.53125,32,6,145,32,0.022855681117986,1.24997840289603,-618.736390723765,8,2.70488173865302,0.95398945442807,0.013793103448276
"horse.csv",0.191352126134735,0,0.107376038709282,3682671.49184269,86931498582.8523,25731.1146885846,21974.2116386024,262.318518518519,14.6030809470501,181.415328888889,198393.125925926,40433.5147776539,19734.3037037037,19202.8148148148,0.005698005698006,0,13,179190.311111111,56976.0125292516,1.34595863392618,0.188755483908621,19786.3539799468,86931498582.8524,0.5,0,0.020066889632107,0.090301003344482,11.0740740740741,27,4,299,27,0.041301790830839,1.67843557755843,-3.39432588909909,2,1.32567375754509,0.916050024222097,0.046822742474916
"HTRU_2.csv",0,0,0.432232238019883,170.511271700438,1669.68556470648,,,20.3960309339063,10.1677525514773,14.4887967423134,240.8927842795,38.9974769181456,34.401097551125,3.673005281375,0.392857142857143,0,8,237.219778998125,24.9615223260407,2.04024887816146,1.44E-05,34.7606163025099,1669.68556470648,0.5,0.001545796550825,0.017543859649123,0.000446977315901,2237.25,8,0,17898,8,0.082788274628588,4.70043717637352,0.283452794186513,2,1.86597743550907,0.441703497737403,0.000111744328975
"Immunotherapy.xlsx",0,0,0.092440670851455,24.3607648177873,2733.99828896914,15.4579167936702,11.598372521095,12.0625,1.49792463193189,8.2602,151.714285714286,22.5297619047619,15.0357142857143,3.85714285714286,0,0,3,147.857142857143,24.9576298537196,0.936016014416882,0.140156192122484,15.6706349206349,2733.99828896915,0.5,0.002777777777778,0.022222222222222,0.077777777777778,12.8571428571429,7,1,90,7,0.03165737409997,1.76160900290149,1.80354706450717,2,1.87853354995112,0.743601226993446,0.022222222222222
"Indian Liver Patient Dataset (ILPD).csv",0.000624804748516,0.02233676975945,0.177737613184017,1365.53295365491,17641.5822490869,39.0925441872052,33.2665553429033,25.315,26.5799038998291,14.8297065,924.26,54.2473453608247,34.2925,9.11,0.088888888888889,0,8,915.15,74.2854219152306,2.80564581767585,0.059163090361861,36.8639171428571,17641.5822490869,0.5,0.002343017806935,0.025773195876289,0.017182130584193,58.2,10,1,582,10,0.045555233354384,2.67615207010232,-1.39458566077816,2,2.1138165172967,0.864737644917913,0.017182130584193
"insurancedata2000.data",0,0.103418656588215,0.069473733084951,0.20494810278007,3.62548287782464,0.395077582420694,0.276013882818324,1.54117647058824,169.794926064448,0.941887058823529,7.01176470588235,1.75079883181584,1.78823529411765,0.070588235294118,0.021008403361345,0,71,6.94117647058824,1.15370468239833,6.80465449316825,0.18161010761693,1.68916993651168,3.62548287782464,0.5,0,0.003951211132108,0.014602302009964,68.4823529411765,85,5,5821,85,0.008286126239932,1.33582258616879,-8.37797175090762,2,0.957337716801049,0.326585063219581,0.000343583576705
"ionosphere-5cn01-n.csv",0,0.002849002849003,0.230560458202822,0.067873934313341,0.280787402172642,,,0.620060606060606,0.319986840445404,0.400436781818182,1,0.255200725200725,0.330727272727273,-0.96969696969697,0.098484848484849,0,20,1.96969696969697,0.525886826539183,-0.579508824086589,0.016644244266452,0.309737038632773,0.280787402172642,0.5,0,0,0.094017094017094,10.6363636363636,33,1,351,33,0.117351552909491,2.58007274291151,0.774699235929314,2,0.529501872284554,0.941828535447515,0.005698005698006
"ionosphere.data",0,0.002857142857143,,0.063989533947132,0.273010909244581,,,0.601083823529412,0.217460679935486,0.389360848058823,0.970588235294117,0.247923336134454,0.320806323529412,-0.941176470588235,0.090909090909091,1,20,1.91176470588235,0.510861770613659,-0.563252891508923,0.045118731325566,0.301065847338936,0.273010909244581,0.5,0,0,0.097142857142857,10.2941176470588,34,1,350,34,0.103456761267966,2.50383532411973,0.793703746904377,2,0.514272317334342,0.942683189255492,0.005714285714286
"iris.data",0,0.02013422818792,0.586717186691465,0.590765312292158,1.13760679303465,3.22880188367872,2.98214731388236,1.7,-0.782555060419883,1.03782,5.425,3.46979865771812,3.625,1.85,0.5,1,1,3.575,0.945759034536917,0.060250637645652,0.028671025808286,3.47692307692308,1.13760679303465,0,0,0,0.026845637583893,37.25,4,0,149,4,0.206864933038122,2.27737742939219,3.81808559627441,3,3.82395321412784,0.999958907427823,0.013422818791946
"iris0.csv",0,0.02,0.589815720615102,0.594322669649515,1.14232281879195,3.22172155875325,2.97629002613623,1.7,-0.795373997295972,1.074885,5.425,3.46366666666667,3.6125,1.85,0.5,1,1,3.575,0.947310400248285,0.066034175978036,0.02871477739489,3.46972222222222,1.14232281879195,0.5,0.001333333333333,0.006666666666667,0.026666666666667,37.5,4,0,150,4,0.209222433924478,2.27901044838077,0.848934360210967,2,3.71354216543035,0.91829583405449,0.013333333333333
"Iris5cn01nc.csv",0,0.02,0.589815720615102,0.594322669649516,1.14232281879195,3.22172155875325,2.97629002613623,1.7,-0.795373997295973,1.074885,5.425,3.46366666666667,3.6125,1.85,0.5,1,1,3.575,0.947310400248285,0.066034175978036,0.02871477739489,3.46972222222222,1.14232281879195,0,0,0,0.026666666666667,37.5,4,0,150,4,0.209222433924478,2.27901044838077,3.81884167930642,3,3.81706978347135,1,0.013333333333333
"letter-recognition.data",0,0.066603330166508,0.182901608582802,0.94938842807977,5.34394586859806,0,0,2.625,0.696929501585842,2.038575,15,5.92549314965748,5.75,0,0.125,0,15,15,2.27375662480619,0.290250440381939,0.062453120312031,5.84196629447546,5.34394586859806,0,0.000188244706353,0.006350317515876,0.000800040002,1249.9375,16,0,19999,16,0.031225451873377,2.97442932439218,-2.37585229017585,26,2.6759027189754,0.999866693572548,0.00010000500025
"Lymphography Multi-class Imbalanced data set.csv",0,0,0.162656964667133,0.070944293633369,0.682692896978611,0.300652414948248,0.270315683543334,0.888888888888889,2.3641489092812,0.411833333333333,2.44444444444444,0.986486486486486,1,0.166666666666667,0.013071895424837,0,9,2.27777777777778,0.687176965320379,0.834111877138049,0.370748299319728,0.940740740740741,0.682692896978611,0.5,0,0.013513513513514,0.121621621621622,8.22222222222222,18,9,148,18,0.044072867200685,1.04983311627397,4.87376594216359,4,1.46381517112071,0.61383875097329,0.013513513513514
"lymphography.data",0,0,0.177294438155929,0.084153296021605,0.75566116857702,1.94261407984762,1.81380546974743,0.944444444444444,2.25619356798678,0.4942,3.27777777777778,2.07445200302343,2.11111111111111,1,0.013071895424837,0,7,2.27777777777778,0.701899189078387,0.734469040521433,0.370719178082192,2.03870162297129,0.75566116857702,0.5,0,0.006802721088435,0.122448979591837,8.16666666666667,18,9,147,18,0.038760547310361,1.03764111100364,4.63022919698674,4,3.42599122535889,0.613641322179523,0.013605442176871
"mammographic_masses.data",0.028125,0.282291666666667,0.225808334174899,2.08135612182829,46.6034491223497,0,0,5.6,132.625414951862,3.85476,32.8,13.4985416666667,14,0,0.1,0,3,32.8,4.12099302713256,4.05866063782799,0.143715501588286,13.721875,46.6034491223497,0,0,0.014583333333333,0.005208333333333,192,5,0,960,5,0.092055762182793,1.7399345445373,-1.61482880235174,2,2.2910590652676,0.995938607631596,0.002083333333333
"monks-1.csv",0,0.22202166064982,0.028365126741311,1.62947070707824,2279.37357766302,1.50525713826939,1.36219539692751,33.2142857142857,-1.59091982313522,24.4629,63.8571428571428,32.2124806601341,31.8571428571429,0.857142857142857,0,0,0,63,18.6960100910136,-0.009446996499157,0.320533552784972,32.1402908468777,2279.37357766303,0,0,0,0.012635379061372,79.1428571428571,7,2,554,7,0.043559532462853,1.67902954220261,-2.61513755844126,2,2.29181331357551,0.999990598742492,0.003610108303249
"monks-2.csv",0,0.280467445742905,0.02989655800572,1.71396293817721,2235.64639505084,1.50155721948918,1.35933154488144,31.6428571428571,-1.57578345674669,23.298,63.8571428571428,32.4118769377534,32.7142857142857,0.857142857142857,0,0,0,63,18.5200541897407,-0.0066468018844,0.320625845958742,32.3802928373566,2235.64639505084,0.5,0,0,0.011686143572621,85.5714285714286,7,2,599,7,0.040347697854622,1.67904504857299,-1.89118807103824,2,2.26102787229825,0.928508000823218,0.003338898163606
"monks-3.csv",0,0.208333333333333,0.027221679889063,1.70158874196987,2273.01724842466,1.49821102597266,1.35581284262038,33.0714285714286,-1.58967959209269,24.2511,63.8571428571428,32.8413561076605,32.6428571428571,0.857142857142857,0,0,0,63,18.671033039185,-0.001360019992279,0.320529100974694,32.9978485370052,2273.01724842466,0,0,0,0.01268115942029,78.8571428571429,7,2,552,7,0.036511534193927,1.6791215331456,-2.74561159080012,2,2.29309764867603,0.999052844165966,0.003623188405797
"myocardical.data",0.075779870512066,0,0.031360512488895,3.23236911777561,2074.62536729969,5.11776916864276,1.96881673814212,9.85609756097561,154.991128425705,5.82143492682927,26.1451219512195,10.8363537135666,10.5372357723577,0.016260162601626,0.002665600426496,0,103,26.1288617886179,6.64497143792273,8.00239074285986,0.403665597530203,10.8819403103923,2074.62536729969,0.875,0,0.004708652148323,0.072395526780459,13.8130081300813,123,89,1699,123,0.002645129127345,0.673189162295278,1.0163078823481,8,0.473178371104733,0.339483029683567,0.169511477339612
"new-thyroid1.csv",0,0,0.413589678218524,15.7079826994132,59.8893009345794,,,4.76,13.9520401205458,3.469284,58.4,25.7058604651163,24.84,13.02,0.2,0,5,45.38,6.6901690043539,2.62306021630443,0.011904148452345,24.9344186046512,59.8893009345794,0.5,0,0.032558139534884,0.023255813953488,43,5,0,215,5,0.094795316813233,2.31366521993566,0.471609905651539,2,2.22179267185603,0.640944184787529,0.009302325581395
"newthyroid.csv",0,0,0.413589678218525,15.7079826994132,59.8893009345794,,,4.76,13.9520401205458,3.469284,58.4,25.7058604651163,24.84,13.02,0.2,0,5,45.38,6.6901690043539,2.62306021630443,0.011904148452345,24.9344186046512,59.8893009345794,0.666666666666667,0.002325581395349,0.013953488372093,0.023255813953488,43,5,0,215,5,0.094795316813233,2.31366521993566,1.4544364640243,3,2.47974140108347,0.747745768352558,0.009302325581395
"newthyroid2.csv",0,0,0.413589678218525,15.7079826994132,59.8893009345794,,,4.76,13.9520401205458,3.469284,58.4,25.7058604651163,24.84,13.02,0.2,0,5,45.38,6.6901690043539,2.62306021630443,0.011904148452345,24.9344186046512,59.8893009345794,0.5,0,0.032558139534884,0.023255813953488,43,5,0,215,5,0.094795316813233,2.31366521993566,0.471609905651539,2,2.22179267185603,0.640944184787529,0.009302325581395
